player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
Eom Ji-sung,Korea Republic,Korea Republic,MF,24-042,2002,Swansea City,2,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,21.0,23.3,,0,2,21.0,0,1.5,1.0,0.0,1.0,2.14,2.8,0.0,0.0,1.0,0.0,3.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang Hee-chan,Korea Republic,Korea Republic,"FW,MF",30-145,1996,Wolves,2,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,32.0,35.0,,0,2,32.0,0,1.5,2.0,0.0,2.0,2.86,4.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hwang In-beom,Korea Republic,Korea Republic,MF,29-273,1996,Feyenoord,2,2,173.0,1.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.52,0.52,1.04,0.52,1.04,4.0,2.0,50.0,2.08,1.04,0.25,0.5,87.0,96.1,87.0,1,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jens Castrop,Korea Republic,Korea Republic,MF,22-326,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Hyeon-woo,Korea Republic,Korea Republic,GK,34-268,1991,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Jin-gyu,Korea Republic,Korea Republic,MF,29-116,1997,Jeonbuk,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.86,0.0,0.0,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Min-jae,Korea Republic,Korea Republic,DF,29-217,1996,Bayern Munich,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Moon-hwan,Korea Republic,Korea Republic,MF,30-323,1995,Daejeon Hana,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,70.0,38.9,70.0,0,0,,1,0.0,0.0,1.0,-1.0,-1.29,-2.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Kim Seung-gyu,Korea Republic,Korea Republic,GK,35-263,1990,FC Tokyo,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,8.0,6.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kim Tae-hyeon,Korea Republic,Korea Republic,DF,25-276,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Dong-gyeong,Korea Republic,Korea Republic,"FW,MF",28-273,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Gi-hyuk,Korea Republic,Korea Republic,DF,25-348,2000,Gangwon FC,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Han-beom,Korea Republic,Korea Republic,DF,24-003,2002,Midtjylland,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,6.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Jae-sung,Korea Republic,Korea Republic,FW,33-314,1992,Mainz 05,2,2,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.54,0.77,0.0,0.0,59.0,65.0,59.0,0,0,,0,1.5,0.0,2.0,-2.0,-1.54,-4.4,0.0,1.0,4.0,1.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Kang-in,Korea Republic,Korea Republic,FW,25-121,2001,PSG,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,1.0,33.3,1.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,1.5,2.0,2.0,0.0,0.0,,0.0,1.0,5.0,0.0,6.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Lee Tae-seok,Korea Republic,Korea Republic,MF,23-327,2002,Austria Wien,1,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,68.0,37.8,68.0,0,0,,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Oh Hyeon-gyu,Korea Republic,Korea Republic,FW,25-069,2001,Beşiktaş,2,0,56.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.61,0.0,1.61,1.61,1.61,2.0,1.0,50.0,3.21,1.61,0.5,1.0,28.0,31.1,,0,2,28.0,0,1.5,1.0,0.0,1.0,1.61,2.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Paik Seung-ho,Korea Republic,Korea Republic,MF,29-095,1997,Birmingham City,2,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,80.0,88.3,80.0,0,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Park Jinseob,Korea Republic,Korea Republic,"DF,MF",30-240,1995,Zhejiang,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Seol Young-woo,Korea Republic,Korea Republic,MF,27-197,1998,Red Star,2,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.0,0.0,,80.0,88.9,80.0,1,0,,0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Son Heung-min,Korea Republic,Korea Republic,FW,33-347,1992,LAFC,2,2,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,4.35,0.73,0.0,0.0,62.0,68.9,62.0,0,0,,0,1.5,1.0,2.0,-1.0,-0.73,-2.33,0.0,0.0,3.0,2.0,2.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Song Bum-keun,Korea Republic,Korea Republic,GK,28-248,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yang Hyun-jun,Korea Republic,Korea Republic,"FW,MF",24-026,2002,Celtic,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,11.1,,0,1,20.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Alexis Vega,Mexico,Mexico,"FW,MF",28-207,1997,Toluca,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,12.0,6.7,,0,1,12.0,1,3.0,0.0,0.0,0.0,0.0,-1.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Armando González,Mexico,Mexico,FW,23-061,2003,Guadalajara,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,8.3,,0,1,15.0,1,3.0,0.0,0.0,0.0,0.0,-1.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Brian Gutiérrez,Mexico,Mexico,MF,23-003,2003,Guadalajara,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.33,0.0,0.0,,68.0,75.0,68.0,0,0,,0,3.0,2.0,0.0,2.0,1.33,-0.67,0.0,3.0,2.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Carlos Acevedo,Mexico,Mexico,GK,30-062,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Huerta,Mexico,Mexico,"FW,MF",25-199,2000,Anderlecht,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,7.0,3.9,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,-1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
César Montes,Mexico,Mexico,DF,29-116,1997,Loko Moscow,1,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,89.0,49.4,89.0,0,0,,0,3.0,2.0,0.0,2.0,2.02,1.03,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Edson Álvarez,Mexico,Mexico,DF,28-239,1997,West Ham,2,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,53.0,58.3,90.0,1,1,15.0,0,3.0,1.0,0.0,1.0,0.86,-1.54,0.0,0.0,1.0,0.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Erik Lira,Mexico,Mexico,MF,26-043,2000,Cruz Azul,2,2,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,0.0,0.0,,0.0,0.0,,,83.0,91.7,83.0,1,0,,0,3.0,3.0,0.0,3.0,1.64,1.64,0.0,2.0,2.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Gilberto Mora,Mexico,Mexico,MF,17-249,2008,Tijuana,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,13.9,,0,1,25.0,1,3.0,1.0,0.0,1.0,3.6,2.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Guillermo Martínez Ayala,Mexico,Mexico,FW,31-097,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Ochoa,Mexico,Mexico,GK,40-342,1985,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Reyes,Mexico,Mexico,DF,26-028,2000,América,2,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,0.0,,51.0,56.1,90.0,1,1,11.0,0,3.0,2.0,0.0,2.0,1.78,0.64,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jesús Gallardo,Mexico,Mexico,DF,31-309,1994,Toluca,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,2.0,1.0,0.0,2.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Johan Vásquez,Mexico,Mexico,DF,27-241,1998,Genoa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jorge Sánchez,Mexico,Mexico,DF,28-192,1997,PAOK,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,3.0,1.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Julián Quiñones,Mexico,Mexico,"MF,FW",29-088,1997,Al-Qadsiah,2,2,161.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,6.0,3.0,50.0,3.35,1.68,0.17,0.33,81.0,89.4,81.0,0,0,,0,3.0,3.0,0.0,3.0,1.68,1.68,0.0,2.0,5.0,1.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Chávez,Mexico,Mexico,MF,30-156,1996,Dynamo Moskva,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,25.0,13.9,,0,1,25.0,1,3.0,1.0,0.0,1.0,3.6,2.44,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Luis Romo,Mexico,Mexico,MF,31-015,1995,Guadalajara,1,1,70.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,1.0,1.0,100.0,1.29,1.29,1.0,1.0,70.0,38.9,70.0,0,0,,1,3.0,1.0,0.0,1.0,1.29,-0.35,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Mateo Chávez,Mexico,Mexico,DF,22-039,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obed Vargas,Mexico,Mexico,MF,20-319,2005,Atlético Madrid,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,4.5,4.5,0.0,0.0,20.0,11.1,,0,1,20.0,1,3.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Orbelín Pineda,Mexico,Mexico,"FW,MF",30-088,1996,AEK Athens,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,20.0,11.1,,0,1,20.0,1,3.0,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Raúl Jiménez,Mexico,Mexico,FW,35-046,1991,Fulham,2,2,154.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,6.0,3.0,50.0,3.51,1.75,0.17,0.33,77.0,85.6,77.0,0,0,,0,3.0,3.0,0.0,3.0,1.75,1.75,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Raúl Rangel,Mexico,Mexico,GK,26-115,2000,Guadalajara,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,3.0,3.0,0.0,3.0,1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
Roberto Alvarado,Mexico,Mexico,"MF,FW",27-286,1998,Guadalajara,2,2,169.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53,1.0,0.0,0.0,0.53,0.0,0.0,,85.0,93.9,85.0,1,0,,0,3.0,3.0,0.0,3.0,1.6,1.6,0.0,2.0,2.0,1.0,6.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Santiago Giménez,Mexico,Mexico,FW,25-063,2001,Milan,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,6.1,,0,1,11.0,1,3.0,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Álvaro Fidalgo,Mexico,Mexico,MF,29-072,1997,Real Betis,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,65.0,36.1,65.0,0,0,,1,3.0,1.0,0.0,1.0,1.38,-0.18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Achraf Hakimi,Morocco,Morocco,DF,27-228,1998,PSG,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,3.0,5.0,0.0,4.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,
Ahmed Reda Tagnaouti,Morocco,Morocco,GK,30-076,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine Sbai,Morocco,Morocco,"FW,MF",25-227,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anass Salah-Eddine,Morocco,Morocco,DF,24-153,2002,PSV,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,11.0,12.2,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayoub El Kaabi,Morocco,Morocco,"FW,MF",32-359,1993,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayoube Amaimouni,Morocco,Morocco,MF,21-202,2004,Frankfurt,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,8.18,8.18,0.0,0.0,11.0,12.2,,0,1,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ayyoub Bouaddi,Morocco,Morocco,MF,18-261,2007,Lille,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Azzedine Ounahi,Morocco,Morocco,MF,26-062,2000,Girona,1,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,64.0,71.1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Bilal El Khannouss,Morocco,Morocco,MF,22-041,2004,Stuttgart,1,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.14,0.0,0.0,,79.0,87.8,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Brahim Díaz,Morocco,Morocco,MF,26-321,1999,Real Madrid,1,1,64.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,1.41,3.0,1.0,33.3,4.22,1.41,0.0,0.0,64.0,71.1,64.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chadi Riad,Morocco,Morocco,DF,23-003,2003,Crystal Palace,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Chemsdine Talbi,Morocco,Morocco,MF,21-042,2005,Sunderland,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,26.0,28.9,,0,1,26.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Gessime Yassine,Morocco,Morocco,MF,20-210,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ismael Saibari,Morocco,Morocco,FW,25-143,2001,PSV,1,1,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,1.02,1.02,3.0,1.0,33.3,3.07,1.02,0.33,1.0,88.0,97.8,88.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Issa Diop,Morocco,Morocco,DF,29-162,1997,Fulham,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marwane Saâdane,Morocco,Morocco,"DF,MF",34-154,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munir,Morocco,Morocco,GK,37-041,1989,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil El Aynaoui,Morocco,Morocco,MF,24-353,2001,Roma,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,90.0,100.0,90.0,1,0,,0,1.0,1.0,1.0,0.0,0.0,,0.0,4.0,3.0,0.0,0.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Noussair Mazraoui,Morocco,Morocco,DF,28-218,1997,Manchester Utd,1,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,79.0,87.8,79.0,0,0,,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Redouane Halhal,Morocco,Morocco,DF,23-107,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
